1;6.887592380213197e-8;3.980440615339381e-9
2;1.9180529103759433e-7;9.195145865819348e-9
3;3.5251424680611916e-7;1.065775191711225e-8
4;5.460296331596643e-7;1.1242285072437163e-8
5;7.721908934128534e-7;2.379373299851851e-8
6;0.0000010312995001865356;9.478979863738434e-9
7;0.0000013264482240597473;1.2578540218035772e-8
8;0.0000016501206431738003;3.327400779079544e-8
9;0.0000019901702693229157;2.2340847788413518e-8
10;0.0000023688602308058653;3.224438217155916e-8
12;0.0000031926416005418134;4.0427015172189e-8
14;0.000004109260369427502;2.4274376365877682e-8
16;0.000005124530235381066;3.5236234835134484e-8
18;0.000006214411842820208;3.249324007766886e-8
20;0.000007336686008216055;5.56882640099145e-8
22;0.000008547229079070215;8.607686578779096e-8
24;0.000009868321301621835;6.189599094548094e-8
26;0.000011125998790838995;6.963272767188714e-8
28;0.000012563377306275202;1.0592554327561412e-7
30;0.000013963662163541133;7.193832255666457e-8
32;0.00001553876676039093;6.318372602225324e-8
34;0.000017053301772382332;9.12127421295726e-8
36;0.00001862532075284429;7.761379190384769e-8
38;0.00002020612179819887;1.2318635344962662e-7
40;0.000021990374861580912;1.2119936130599503e-7
42;0.000023804822384100117;1.011407273308894e-7
44;0.000025563034514640568;1.0031663639957744e-7
46;0.000027368387246517912;1.2877728993873202e-7
48;0.000029340339510251097;1.717839559816357e-7
50;0.0000313630739842379;9.955261793791673e-8
52;0.00003340862200592895;1.6914264473391154e-7
54;0.00003538680581191435;2.600435442119154e-7
56;0.00003769109664473202;1.0751301813404616e-7
58;0.00004004618823974735;2.0418945070533044e-7
60;0.0000425011212852456;1.855349425467382e-7
62;0.000044900410343259934;1.8452563284270388e-7
64;0.000047438201333884435;2.1760965628088933e-7
66;0.00005009686814892267;2.0081000633263352e-7
68;0.000052705858863504585;2.595680690438536e-7
70;0.00005569828328605087;2.2876713933854435e-7
72;0.00005870050711045587;1.7418468091388682e-7
74;0.00006185718982719356;2.7098323571709925e-7
76;0.00006512676701484389;3.7540872496783184e-7
78;0.00006852569754133219;1.5890601897896838e-7
80;0.00007208616925410897;2.7158402864839017e-7
82;0.00007593625316961158;3.611429414536573e-7
84;0.00007991883528704205;3.2502274295246835e-7
86;0.00008427237657772821;2.9327421286435256e-7
88;0.00008873243490185547;2.5283943866444717e-7
90;0.00009327470904402075;3.916412382857491e-7
